date,frst
10.08.16 9:54,3.200000047683720
18.10.16 9:20,3.200000047683720
18.10.16 12:58,3.200000047683720
18.10.16 16:00,3.200000047683720
18.10.16 19:04,3.200000047683720
18.10.16 22:06,3.200000047683720
19.10.16 1:09,3.200000047683720
19.10.16 4:13,3.200000047683720
19.10.16 7:15,3.200000047683720
19.10.16 12:15,3.200000047683720
19.10.16 15:28,3.200000047683720
19.10.16 18:31,3.200000047683720
19.10.16 21:33,3.200000047683720
20.10.16 0:36,3.200000047683720
20.10.16 3:38,3.200000047683720
20.10.16 6:42,3.200000047683720
20.10.16 12:20,3.200000047683720
20.10.16 15:23,3.200000047683720
20.10.16 18:26,3.200000047683720
20.10.16 21:29,3.200000047683720
21.10.16 0:32,3.200000047683720
21.10.16 3:34,3.200000047683720
21.10.16 6:36,3.200000047683720
21.10.16 12:12,3.200000047683720
21.10.16 15:14,3.200000047683720
21.10.16 18:16,3.200000047683720
21.10.16 21:20,3.200000047683720
22.10.16 0:22,3.200000047683720
22.10.16 3:24,3.200000047683720
22.10.16 6:26,3.200000047683720
22.10.16 11:01,3.200000047683720
22.10.16 11:58,1.100000023841860
22.10.16 13:58,1.000000000000000
22.10.16 17:02,1.000000000000000
22.10.16 20:05,1.000000000000000
22.10.16 23:07,1.000000000000000
23.10.16 5:03,1.000000000000000
23.10.16 8:06,1.000000000000000
23.10.16 12:15,1.000000000000000
23.10.16 12:41,1.100000023841860
23.10.16 15:39,1.000000000000000
23.10.16 18:42,1.000000000000000
23.10.16 21:45,1.000000000000000
24.10.16 0:47,1.000000000000000
24.10.16 3:50,1.000000000000000
24.10.16 6:54,1.000000000000000
24.10.16 12:15,1.000000000000000
24.10.16 15:18,1.000000000000000
24.10.16 18:20,1.000000000000000
24.10.16 21:23,1.000000000000000
25.10.16 0:26,1.000000000000000
25.10.16 3:28,1.000000000000000
25.10.16 5:59,0.899999976158142
25.10.16 8:00,1.000000000000000
25.10.16 8:20,0.899999976158142
25.10.16 9:08,0.899999976158142
25.10.16 9:39,1.000000000000000
25.10.16 12:41,1.000000000000000
25.10.16 15:43,1.000000000000000
25.10.16 18:45,1.000000000000000
25.10.16 20:19,0.899999976158142
25.10.16 23:22,0.899999976158142
26.10.16 2:24,0.899999976158142
26.10.16 5:27,0.899999976158142
26.10.16 8:30,0.899999976158142
26.10.16 9:13,0.899999976158142
26.10.16 12:15,0.899999976158142
26.10.16 13:39,1.000000000000000
26.10.16 16:41,1.000000000000000
26.10.16 19:44,1.000000000000000
26.10.16 22:46,1.000000000000000
26.10.16 23:02,0.899999976158142
27.10.16 2:05,0.899999976158142
27.10.16 2:21,1.000000000000000
27.10.16 2:42,0.899999976158142
27.10.16 3:02,1.000000000000000
27.10.16 4:20,0.899999976158142
27.10.16 5:59,1.000000000000000
27.10.16 6:20,0.899999976158142
27.10.16 6:41,1.000000000000000
27.10.16 12:17,1.000000000000000
27.10.16 15:19,1.000000000000000
27.10.16 18:22,1.000000000000000
27.10.16 21:25,1.000000000000000
28.10.16 0:27,1.000000000000000
28.10.16 3:29,1.000000000000000
28.10.16 6:34,1.000000000000000
28.10.16 12:21,1.000000000000000
28.10.16 15:22,1.000000000000000
28.10.16 18:25,1.000000000000000
28.10.16 21:27,1.000000000000000
29.10.16 0:30,1.000000000000000
29.10.16 3:32,1.000000000000000
29.10.16 3:42,0.899999976158142
29.10.16 4:24,1.000000000000000
29.10.16 7:27,1.000000000000000
29.10.16 12:15,1.000000000000000
29.10.16 15:19,1.000000000000000
29.10.16 18:27,1.000000000000000
29.10.16 21:30,1.000000000000000
30.10.16 0:32,1.000000000000000
30.10.16 5:04,1.000000000000000
30.10.16 8:06,1.000000000000000
30.10.16 12:15,1.000000000000000
30.10.16 15:19,1.000000000000000
30.10.16 18:22,1.000000000000000
30.10.16 21:24,1.000000000000000
31.10.16 0:27,1.000000000000000
31.10.16 3:30,1.000000000000000
31.10.16 3:40,0.899999976158142
31.10.16 4:58,1.000000000000000
31.10.16 6:42,0.899999976158142
31.10.16 9:13,0.899999976158142
31.10.16 9:39,1.000000000000000
31.10.16 12:41,1.000000000000000
31.10.16 15:44,1.000000000000000
31.10.16 18:46,1.000000000000000
31.10.16 21:49,1.000000000000000
01.11.16 0:56,1.000000000000000
01.11.16 3:59,1.000000000000000
01.11.16 7:01,1.000000000000000
01.11.16 12:15,1.000000000000000
01.11.16 15:18,1.000000000000000
01.11.16 18:25,0.899999976158142
01.11.16 18:42,1.000000000000000
01.11.16 19:18,0.899999976158142
01.11.16 21:18,1.000000000000000
02.11.16 0:20,1.000000000000000
02.11.16 2:40,0.899999976158142
02.11.16 5:44,0.899999976158142
